index,ID
 JOHAN HERMAN WESSEL,peJHW
 HENRIC [LAURENTIUS] WESTIN,peHWes
 RAGNA [MARIE] f. Olsen WETTERGREN,peRWe
 [NIELS JACOB EMIL] NILS WICKSTRØM,peWick
 GUSTAV [JOHANNES] WIED,peGW
 [ANTON] WILHELM WIEHE,peAVW
 CARL/KARL WIENE,peKWi
 HARALD [OSSIAN] WIESELGREN,peHaWi
 [CARL] OSCAR WIJKANDER,peOW
 HERMANN WILBERG,peHWil
 ADOLF VON WILBRANDT,peAWi
 dr. WILLE,peDrWi
 HANS JACOB WILLE,peHJW
 MARIANNE VON f. Jung WILLEMER,peMW
 [PER] ANDERS [JOHAN] WILLMAN,peAWil
 CHRISTIAN [FREDERIK (Friedrich) EMIL] WILSTER,peCW
 I. WINCKEL,peIW
 JOHANN JOACHIM WINCKELMANN,peJJWi
 MOGENS [MOGENSEN] WINGAARD,peMMW
 PER [CARL] WINGE,pePWi
 [ERHARDT] FREDERIK (Friederich) WINKEL HORN,peFW
 HEDVIG [CHARLOTTA] f. Forsman WINTERHJELM/WINTER-HJELM,peHWi
 KRISTIAN ANASTAS WINTERHJELM/WINTER-HJELM,peKAWi
 FRITZ WITTE-WILD,peFWW
 ROMAN [MICHAEL] WOERNER,peRWo
 [KAREN] LUCIE f. Johannessen WOLF,peLW
 [JACOB WILHELM] NICOLAI WOLF,peJWNW
 FREDERIK HERMAN (Friedrich Hermann) WOLFHAGEN,peFWo
 CARSTEN [LÜTKEN] WOLL,peCLW
 LOUIS FRANÇOIS MICHEL RAYMOND WOLOWSKI,peLFMRW
 CHARLOTTE WOLTER,peCWo
 ALFRED [FREIHERR] VON WOLZOGEN,peAvWo
 [JOHAN] JAKOB WOXEN,peJW
 KARL (Carl Gustav Marius) WOXEN,peKW
 BERNHARD WULFF,peBW
 [CARL] ERIC [ADAM] ZACHRISON,peEZ
" RIKKA (Ulrikke Cathrine) f. og tidligere g. Schulerud ZEIER 
",peRSch
 herr ZIMMERMANN,peZi
 AUGUSTE (Gustava Sophia Agneta) f. Raddatz ZINCK,peAZ
 ÉMILE ZOLA,peEZol
 HEINRICH ZSCHALIG,peHZ
 DIKKEN (Henrikke Barbara Wind Daae) ZWILGMEYER,peDZ
 CLAES GUSTAF ÖSTBERG,peCGO
 VILHELM (Wilhelm) ØSTERGAARD,peViO
 HANS ÖSTERLING,peHOst
 GURLI (Johanna Carolina) (1883 g. Ulff) ÅBERG,peGA
 [CHRISTIAN] EBERHARD ÅBJÖRNSSON,peEAa
 WILLIAM [GOTTLIEB] ÅBJÖRNSSON,peWAb
 SVEA ÅHMAN,peSvA
 HENRIK ÅKERMAN,peHeA
 LOUISE JULIE JACQUETTE f. Liljencrantz ÅKERMAN,peLJA
 IDA [EMILIA] AALBERG,peIA
 CARL SIGVARDTH AAMODT,peCSAa
 [HANSINE] HENRIETTE ANDERSEN f. Vogt AARS,peHAA
 [JACOB] JONATHAN AARS,peJJAa
 IVAR [ANDREAS] AASEN,peIvAa
